VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
2C3CDXBG0DH678306,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black Interior,6,3.6L,Automatic,12,27485,27485,25805,26480,41375,,77037,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,FFFFFF,220
2C3CDXBG0DH678323,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Billet Silver Metallic,Black Interior,6,3.6L,Automatic,16,27485,27485,25805,26480,41375,,77037,Silver,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,989896,220
2C3CDXBG2DH678310,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black Interior,6,3.6L,Automatic,14,27485,27485,25805,26480,41376,,77037,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,FFFFFF,220
2C3CDXBG4DH678308,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black Interior,6,3.6L,Automatic,16,27485,27485,25805,26480,41375,,77037,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,FFFFFF,220
2C3CDXBG9DH678322,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Granite Crystal Metallic,Black Interior,6,3.6L,Automatic,15,27485,27485,25805,26480,41375,,77037,Gray,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,626262,220
2C3CDXBG2DH678307,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black Interior,6,3.6L,Automatic,9,27485,27485,25805,26480,41374,,77037,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,FFFFFF,220
2C3CDXBG2DH678324,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Billet Silver Metallic,Black Interior,6,3.6L,Automatic,16,27485,27485,25805,26480,41375,,77037,Silver,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,989896,220
2C3CDXBG5DH678317,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Pitch Black,Black Interior,6,3.6L,Automatic,14,27485,27485,25805,26480,41375,,77037,Black,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,0,220
2C3CDXBG3DH678316,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Pitch Black,Black Interior,6,3.6L,Automatic,17,27485,27485,25805,26480,41379,,77037,Black,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,0,220
2C3CDXBG5DH678320,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Jazz Blue Pearl,Black Interior,6,3.6L,Automatic,17,27485,27485,25805,26480,41379,,77037,Blue,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,2E6583,220
2C3CDXBG6DH678309,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black Interior,6,3.6L,Automatic,16,27485,27485,25805,26480,41379,,77037,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,FFFFFF,220
2C3CDXBG9DH678319,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Jazz Blue Pearl,Black Interior,6,3.6L,Automatic,17,27485,27485,25805,26480,41379,,77037,Blue,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,2E6583,220
2C3CDXBGXDH678314,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Pitch Black,Black Interior,6,3.6L,Automatic,16,27485,27485,25805,26480,41380,,77037,Black,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,5,5-Speed Automatic,RWD,Flex Fuel,13,19,5,0,220
2C3CDXBG6DH571678,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Redline (3) Coat Pearl,Black Interior,6,3.6L,Automatic,6,29280,29280,27350,28079,41241,,77037,Red,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,B9010F,220
2C3CDXBG8DH571679,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Redline (3) Coat Pearl,Black Interior,6,3.6L,Automatic,7,29280,29280,27350,28079,41243,,77037,Red,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,B9010F,220
2C3CDXBG4DH563790,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black/Light Frost Beige Interior,6,3.6L,Automatic,22,28090,28090,26282,27019,41207,,76504,White,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,FFFFFF,220
2C3CDXBG6DH563788,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Redline (3) Coat Pearl,Black/Light Frost Beige Interior,6,3.6L,Automatic,13,28590,28590,26712,27464,41222,,76504,Red,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,B9010F,220
2C3CDXBG7DH583810,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Bright White,Black/Light Frost Beige Interior,6,3.6L,Automatic,13,28090,28090,26282,27019,41229,,76504,White,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,FFFFFF,220
2C3CDXBG0DH583812,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Billet Silver Metallic,Black Interior,6,3.6L,Automatic,8,28090,28090,26282,27019,41243,,76504,Silver,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,989896,220
2C3CDXBG5DH583806,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Redline (3) Coat Pearl,Black/Light Frost Beige Interior,6,3.6L,Automatic,5,28590,28590,26736,27464,41243,,76504,Red,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,B9010F,220
2C3CDXBG7DH583807,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Redline (3) Coat Pearl,Black/Light Frost Beige Interior,6,3.6L,Automatic,17,28590,28590,26712,27464,41243,,76504,Red,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,B9010F,220
2C3CDXBG0DH583809,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Pitch Black,Black/Light Frost Beige Interior,6,3.6L,Automatic,5,28090,28090,26282,27019,41248,,76504,Black,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,0,220
2C3CDXBG9DH583808,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Pitch Black,Black/Light Frost Beige Interior,6,3.6L,Automatic,3,28090,28090,26282,27019,41248,,76504,Black,White,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,0,220
2C3CDXBG4DH583814,2013,Dodge,Charger,4dr Car,SE,LDDM48,4,Ivory (3) Coat,Black Interior,6,3.6L,Automatic,5,28590,28590,26712,27464,41250,,76504,White,Black,,V,Electronic Fuel Injection,Gas/Ethanol V6 3.6L/220,8,8-Speed Automatic,RWD,Flex Fuel,,,5,EDF1F4,220
1VWCM7A34DC052753,2013,Volkswagen,Passat,4dr Car,SEL Premium,A327TM,4,Night Blue Metallic,Bge Viena Lth/Dynmca Clth,6,3.6L,Automatic,0,32156,34915,34915,0,41264,,22150,Blue,,1,V,Direct Injection,Gas V6 3.6L/219,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,20,28,5,161D30,219
WVWHU7AN7DE507187,2013,Volkswagen,CC,4dr Car,VR6 Lux,3584U6,4,Reflex Silver Metallic,Black Leather,6,3.6L,Automatic,0,37005,38825,38825,0,41159,,22150,Silver,,1,V,Electronic Fuel Injection,Gas V6 3.6L/219,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,17,27,5,AEAEAE,219
1G6AC5S35D0151120,2013,Cadillac,ATS,4dr Car,Performance,6AB69,4,Black Raven,JET BLACK W JET BLACK ACC,6,3.6L,Automatic,6,46120,46120,0,42644,41341,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,19,28,5,0,217
1G6DM1E38C0137015,2012,Cadillac,CTS Coupe,2dr Car,Performance,6DH47,2,Opulent Blue Metallic,LIGHT TITANIUM,6,3.6L,Automatic,57,42991,50430,0,46991,41096,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Blue,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,AWD,Gasoline Fuel,18,27,4,10133C,217
2G1WB5E31D1146849,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41170,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E32D1140428,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28210,0,27525,41165,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E37D1151022,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41176,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E38D1153474,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41172,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E39D1147165,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41174,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E39D1150468,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41174,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E3XD1142573,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28210,0,27525,41165,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E3XD1153461,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41172,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WC5E33D1151189,2013,Chevrolet,Impala,4dr Car,LTZ,1WU19,4,Crystal Red Tintcoat,Neutral,6,3.6L,Automatic,0,0,32510,0,31615,41170,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E31D1153557,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41172,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E32D1155365,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Victory Red,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41176,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,C50415,217
2G1WC5E36D1154409,2013,Chevrolet,Impala,4dr Car,LTZ,1WU19,4,Crystal Red Tintcoat,Neutral,6,3.6L,Automatic,0,0,32510,0,31615,41173,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E36D1158544,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41179,,14217,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E3XD1162421,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41184,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E37D1163526,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28465,0,27754,41193,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E32D1164003,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41185,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E37D1144264,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Summit White,Ebony,6,3.6L,Automatic,0,0,28070,0,27400,41183,,14217,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1WB5E34D1163435,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41193,,14217,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E34D1171731,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41209,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E36D1171794,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41209,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E30D1172696,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41211,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E31D1173842,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41211,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E33D1173583,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41211,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E38D1172963,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41211,,14217,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E39D1173362,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Victory Red,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41211,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,C50415,217
2G1WB5E38D1165270,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41211,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E30D1174044,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41207,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E31D1175056,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41208,,14217,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E35D1175092,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41208,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E37D1174820,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41208,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E38D1173398,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41205,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E39D1174074,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41207,,14217,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E3XD1175122,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41208,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E30D1156532,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41213,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E3XD1177582,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28270,0,27579,41223,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E39D1162149,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,0,0,28210,0,27525,41226,,14217,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E31D1182332,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,0,0,28595,0,27870,41225,,14217,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E3XD1141035,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Gray,6,3.6L,Automatic,0,27671,28210,0,27662,41173,,39042,Gray,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WA5E32D1164571,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Ashen Gray Metallic,Gray,6,3.6L,Automatic,0,26177,26685,0,26168,41204,,39042,Gray,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1FB1E36D9150504,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Black,Black,6,3.6L,Automatic,0,28017,28730,0,28008,41214,,39042,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1WB5E33D1174989,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Summit White,Gray,6,3.6L,Automatic,0,27599,28130,0,27590,41226,,39042,White,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1FC1E31D9161052,2013,Chevrolet,Camaro,2dr Car,LT,1EH37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,31882,32765,0,31873,41233,,39042,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1WB5E32D1181478,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Gray,6,3.6L,Automatic,0,28864,29535,0,28855,41239,,39042,Red,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WA5E39D1180783,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Summit White,Gray,6,3.6L,Automatic,0,26175,26685,0,26168,41240,,39042,White,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1FC1E36D9159362,2013,Chevrolet,Camaro,2dr Car,LT,1EH37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,31459,32295,0,31450,41247,,39042,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E33D9175296,2013,Chevrolet,Camaro,2dr Car,LS,1EN37,2,Victory Red,Black,6,3.6L,Automatic,0,25096,25595,0,25089,41261,,39042,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,C50415,217
2G1FA1E39D9175271,2013,Chevrolet,Camaro,2dr Car,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25096,25595,0,25089,41261,,39042,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E36D9159707,2013,Chevrolet,Camaro,2dr Car,LS,1EN37,2,Blue Ray Metallic,Gray,6,3.6L,Automatic,0,25096,25595,0,25089,41270,,39042,Blue,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FB1E32D9179269,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,27353,27995,0,27346,41270,,39042,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FB1E37D9178845,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Rally Yellow,Black,6,3.6L,Automatic,0,27709,28390,0,27702,41271,,39042,Yellow,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,EFBD20,217
2G1FC1E36D9191700,2013,Chevrolet,Camaro,2dr Car,LT,1EH37,2,Black,Gray,6,3.6L,Automatic,0,31457,32295,0,31450,41311,,39042,Black,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FB1E30D9215797,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Ashen Gray Metallic,Gray,6,3.6L,Automatic,0,28001,28715,0,27994,41361,,39042,Gray,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FB1E31D9215291,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Crystal Red Tintcoat,Gray,6,3.6L,Automatic,0,28357,29110,0,28350,41361,,39042,Red,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,A00000,217
2G1FB3D35D9219972,2013,Chevrolet,Camaro,Convertible,LT,1EF67,2,Blue Ray Metallic,Gray,6,3.6L,Automatic,0,32805,33615,0,32796,41374,,39042,Blue,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FB1E38D9221749,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Blue Ray Metallic,Gray,6,3.6L,Automatic,0,28813,29615,0,28804,41381,,39042,Blue,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
